market_slug,weekend_et,weekend_utc,public_status,public_trade_count,public_volume_shares,public_volume_usdc_estimate,median_trade_size,p10_trade_size,p90_trade_size,max_no_trade_interval_sec,trade_frequency_per_sec,price_history_points,realized_volatility,price_jump_count_gt_5c,historical_spread,historical_l2_depth,price_history_source,signal_observations,entry_attempts,submitted_orders,filled_orders,cancelled_orders,stop_loss_exits,emergency_exits,spread,depth_1c,depth_2c,depth_5c,quote_age_sec,quote_update_rate,trade_frequency,recent_volume,liquidity_score,liquidity_score_feature_count,market_start_epoch,sample_group,sample_frame_start,sample_frame_end,local_date,local_hour,time_bucket,week_index,entry_edge_samples,local_quote_samples,fill_markout_samples,top_bid_size_median,top_ask_size_median,depth_source
btc-updown-15m-1786928400,True,False,SUCCESS_PUBLIC_HISTORY,782,31386.41694,20166.957561988584,10.199481500000001,1.8863525,72.81925099999998,69.0,0.8688888888888889,8,0.6222740553807462,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.8688888888888889,31386.41694,,2,1786928400,weekend,2026-07-27,2026-09-20,2026-08-16,21,18-24,2,,,,,,
btc-updown-15m-1786950000,False,False,SUCCESS_PUBLIC_HISTORY,811,27059.095013000002,14329.489858956576,10.0,1.66,71.42855,75.0,0.9011111111111111,8,0.4779644338232709,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.9011111111111111,27059.095013000002,,2,1786950000,weekday,2026-07-27,2026-09-20,2026-08-17,3,00-06,3,,,,,,
btc-updown-15m-1787036400,False,False,SUCCESS_PUBLIC_HISTORY,1333,43748.840136,18979.24342107331,7.0,2.0,42.528768,27.0,1.481111111111111,8,0.7046275611981127,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.481111111111111,43748.840136,,2,1787036400,weekday,2026-07-27,2026-09-20,2026-08-18,3,00-06,3,,,,,,
btc-updown-15m-1787144400,False,False,SUCCESS_PUBLIC_HISTORY,1175,29748.171345,15399.535110017883,10.0,1.6909224,50.34800000000008,73.0,1.3055555555555556,8,0.947549471004021,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.3055555555555556,29748.171345,,2,1787144400,weekday,2026-07-27,2026-09-20,2026-08-19,9,06-12,3,,,,,,
btc-updown-15m-1787252400,False,False,SUCCESS_PUBLIC_HISTORY,1596,60551.373992,29479.57350109712,10.0,1.08,84.685,28.0,1.7733333333333334,8,0.8234682750416072,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.7733333333333334,60551.373992,,2,1787252400,weekday,2026-07-27,2026-09-20,2026-08-20,15,12-18,3,,,,,,
btc-updown-15m-1787274000,False,False,SUCCESS_PUBLIC_HISTORY,817,31712.846911,13637.764086383444,7.0,0.02,63.80599999999997,67.0,0.9077777777777778,8,0.46588625221184626,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.9077777777777778,31712.846911,,2,1787274000,weekday,2026-07-27,2026-09-20,2026-08-20,21,18-24,3,,,,,,
btc-updown-15m-1787360400,False,True,SUCCESS_PUBLIC_HISTORY,676,19621.420613,8808.74099099586,6.09545,0.02,50.129999999999995,51.0,0.7511111111111111,8,0.4901530373260988,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,0.7511111111111111,19621.420613,,2,1787360400,weekday,2026-07-27,2026-09-20,2026-08-21,21,18-24,3,,,,,,
btc-updown-15m-1787382000,True,True,SUCCESS_PUBLIC_HISTORY,1398,46464.540615,23739.342724899005,10.0,0.5240000000000038,62.0,31.0,1.5533333333333332,8,1.0234500476330048,6,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.5533333333333332,46464.540615,,2,1787382000,weekend,2026-07-27,2026-09-20,2026-08-22,3,00-06,3,,,,,,
btc-updown-15m-1787425200,True,True,SUCCESS_PUBLIC_HISTORY,980,18109.514631,9062.279304013393,7.0,1.4663853000000002,40.0,38.0,1.0888888888888888,8,0.5552026656996525,5,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.0888888888888888,18109.514631,,2,1787425200,weekend,2026-07-27,2026-09-20,2026-08-22,15,12-18,3,,,,,,
btc-updown-15m-1787446800,True,True,SUCCESS_PUBLIC_HISTORY,975,36389.995023,12149.512269797346,9.0,1.3967114,56.26000000000001,16.0,1.0833333333333333,8,0.32626676202150906,4,,,PUBLIC_HISTORICAL,0,0,0,0,0,0,0,,,,,,,1.0833333333333333,36389.995023,,2,1787446800,weekend,2026-07-27,2026-09-20,2026-08-22,21,18-24,3,,,,,,
