observation_sec,threshold_bps,entry_delay_sec,execution_model,slippage_cents,partition,n,trades,no_trades,win_rate,mean_entry,break_even_win_rate,edge_per_share,gross_pnl,fee_estimate,net_pnl,pnl_per_trade,roi,profit_factor,max_drawdown,longest_losing_streak,average_win,average_loss,p10,p5,p1,worst_trade,markets_with_valid_btc,signal_markets,no_trade_markets,no_fill_markets,bootstrap_mean_pnl_low,bootstrap_mean_pnl_high,method_note
60,0,0,first_trade,0,all,181,181,,0.6740331491712708,0.5936698173386741,0.5936698173386741,0.08036333183259668,272.7919447000102,18.1,254.69194470001025,1.4071378160221562,0.14071378160221562,1.427407190300403,66.63014707485004,5,6.972065120491887,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,3,0.19806116443446503,2.594333652645274,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,0,vwap_5s,0.02,holdout,53,53,,0.6037735849056604,0.6160446739428039,0.6160446739428039,-0.0122710890371436,-11.151070364504744,5.300000000000001,-16.451070364504726,-0.310397554047259,-0.031039755404725897,0.9224371977156779,69.89504558874904,4,6.1140290511092275,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,13,-2.513751469619177,2.0025921938068185,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0,all,181,181,,0.6740331491712708,0.5918797106745857,0.5918797106745857,0.08215343849668508,267.1961871135374,18.1,249.09618711353744,1.376222028251588,0.1376222028251588,1.418016759713941,66.165723814872,5,6.9261982550289956,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,3,0.17728953236726117,2.5520973050951916,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0,development,117,117,,0.7008547008547008,0.595314943934188,0.595314943934188,0.10553975692051282,222.61472376588378,11.700000000000001,210.91472376588382,1.8026899467169557,0.18026899467169558,1.5966470262118353,66.165723814872,5,6.883106387388827,-10.1,-10.1,-10.1,-10.1,-10.1,127,118,9,1,0.37232633274001803,3.133580370629181,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0,holdout,64,64,,0.625,0.585599674871875,0.585599674871875,0.039400325128125004,44.58146334765359,6.4,38.18146334765361,0.5965853648070877,0.05965853648070877,1.157514287737845,58.35431999999992,3,7.01453658369134,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,2,-1.542972454253039,2.8997022851727396,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0.01,all,181,181,,0.6740331491712708,0.6018797106745857,0.6018797106745857,0.07215343849668508,231.63517194566117,18.1,213.5351719456612,1.1797523311914984,0.11797523311914984,1.3583406141058252,66.83757951819916,5,6.634714524144764,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,3,0.004202406018806552,2.329245292523498,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0.01,development,117,117,,0.7008547008547008,0.605314943934188,0.605314943934188,0.09553975692051281,198.80507209121052,11.700000000000001,187.10507209121056,1.599188650352227,0.1599188650352227,1.5292929903570314,66.83757951819916,5,6.592744781600128,-10.1,-10.1,-10.1,-10.1,-10.1,127,118,9,1,0.19245391099651687,2.9046439034677647,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0.01,holdout,64,64,,0.625,0.595599674871875,0.595599674871875,0.029400325128124995,32.830099854450644,6.4,26.430099854450663,0.4129703102257916,0.04129703102257916,1.1090350654061498,58.50487708506834,3,6.720752496361267,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,2,-1.6872785982414236,2.6667644545798335,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0.02,all,181,181,,0.6740331491712708,0.6118797106745857,0.6118797106745857,0.062153438496685066,197.2985949675914,18.1,179.19859496759148,0.9900474860087927,0.09900474860087927,1.3007192397509506,67.48938974141791,5,6.353267171865504,-10.1,-10.1,-10.1,-10.1,-10.1,200,184,16,3,-0.16326934412448396,2.11430832310104,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0.02,development,117,117,,0.7008547008547008,0.6153149439341881,0.6153149439341881,0.0855397569205128,175.8158925776174,11.700000000000001,164.11589257761744,1.4026999365608328,0.14026999365608328,1.4642599507146177,67.48938974141791,5,6.312388933873383,-10.1,-10.1,-10.1,-10.1,-10.1,127,118,9,1,0.020633513106876805,2.6801572794459982,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
60,0,5,first_trade,0.02,holdout,64,64,,0.625,0.605599674871875,0.605599674871875,0.019400325128124986,21.482702389974023,6.4,15.082702389974045,0.23566722484334446,0.023566722484334446,1.0622223695956023,59.779886651241355,3,6.437067559749351,-10.1,-10.1,-10.1,-10.1,-10.1,73,66,7,2,-1.829512641831523,2.4499635613000335,local-date block bootstrap; fee scenario=1% notional; chronological 65/35 date split
