slug,weekday_weekend,week,et_hour_block,time_to_resolution_bin,trade_count,volume_shares,volume_usdc_estimate,median_trade_size,max_no_trade_interval_sec,price_jump_count_5c
btc-updown-15m-1789714800,weekday,2026-09-14,00-06,T-10m_to_T-5m,399,7769.383069,4075.7800399995804,6.5934,9.0,93
btc-updown-15m-1789714800,weekday,2026-09-14,00-06,T-5m_to_T-2m,171,5412.362588,3608.9256619874773,12.5,8.0,67
btc-updown-15m-1789714800,weekday,2026-09-14,00-06,T-2m_to_T-1m,140,4161.084464,1985.0416989985852,11.734231000000001,3.0,42
btc-updown-15m-1789714800,weekday,2026-09-14,00-06,T-60s_to_T-30s,45,1893.449294,1779.4468600075454,17.0,8.0,6
btc-updown-15m-1789714800,weekday,2026-09-14,00-06,T-30s_to_T-15s,3,9.09,8.999099999999999,2.02,14.0,0
btc-updown-15m-1789714800,weekday,2026-09-14,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789736400,weekday,2026-09-14,06-12,T-15m_to_T-10m,324,6160.568776,2843.6756699808625,6.0,12.0,97
btc-updown-15m-1789736400,weekday,2026-09-14,06-12,T-10m_to_T-5m,249,4829.215157,2469.7692800097057,5.91,8.0,88
btc-updown-15m-1789736400,weekday,2026-09-14,06-12,T-5m_to_T-2m,240,6663.512364,3604.4593889915313,10.0,5.0,82
btc-updown-15m-1789736400,weekday,2026-09-14,06-12,T-2m_to_T-1m,123,2628.017334,1439.8218030020444,10.0,3.0,32
btc-updown-15m-1789736400,weekday,2026-09-14,06-12,T-60s_to_T-30s,104,4486.657746,2852.108174004172,9.59895,3.0,25
btc-updown-15m-1789736400,weekday,2026-09-14,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789736400,weekday,2026-09-14,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789779600,weekday,2026-09-14,18-24,T-15m_to_T-10m,406,13819.105629,6830.751374014702,10.0,10.0,89
btc-updown-15m-1789779600,weekday,2026-09-14,18-24,T-10m_to_T-5m,184,7392.813234,4199.500551998561,9.0,19.0,59
btc-updown-15m-1789779600,weekday,2026-09-14,18-24,T-5m_to_T-2m,29,1422.6025,644.830375,10.0,35.0,6
btc-updown-15m-1789779600,weekday,2026-09-14,18-24,T-2m_to_T-1m,3,608.233334,170.835100002,169.9,30.0,2
btc-updown-15m-1789779600,weekday,2026-09-14,18-24,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789779600,weekday,2026-09-14,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789779600,weekday,2026-09-14,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789795800,weekend,2026-09-14,00-06,T-15m_to_T-10m,145,4447.004204,2116.5860979936547,10.222223,19.0,59
btc-updown-15m-1789795800,weekend,2026-09-14,00-06,T-10m_to_T-5m,212,5589.397485,3068.8360760002784,11.363637,15.0,77
btc-updown-15m-1789795800,weekend,2026-09-14,00-06,T-5m_to_T-2m,246,5676.443157,2526.518670985153,9.988889,8.0,66
btc-updown-15m-1789795800,weekend,2026-09-14,00-06,T-2m_to_T-1m,32,1988.45721,1826.951991,16.3,17.0,7
btc-updown-15m-1789795800,weekend,2026-09-14,00-06,T-60s_to_T-30s,3,110.62,11.5138,9.37,24.0,1
btc-updown-15m-1789795800,weekend,2026-09-14,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789795800,weekend,2026-09-14,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789806600,weekend,2026-09-14,00-06,T-15m_to_T-10m,197,2714.604184,1509.2744820032576,5.0,20.0,51
btc-updown-15m-1789806600,weekend,2026-09-14,00-06,T-10m_to_T-5m,192,5738.802618,3544.7519140073937,11.0,12.0,64
btc-updown-15m-1789806600,weekend,2026-09-14,00-06,T-5m_to_T-2m,95,4115.136882,2557.753667005662,16.67345,18.0,39
btc-updown-15m-1789806600,weekend,2026-09-14,00-06,T-2m_to_T-1m,25,1408.279134,1160.6481809938864,15.0,12.0,2
btc-updown-15m-1789806600,weekend,2026-09-14,00-06,T-60s_to_T-30s,2,21.67,21.60333,10.835,15.0,0
btc-updown-15m-1789806600,weekend,2026-09-14,00-06,T-30s_to_T-15s,2,58.129999999999995,58.07187,29.064999999999998,14.0,0
btc-updown-15m-1789806600,weekend,2026-09-14,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789817400,weekend,2026-09-14,06-12,T-15m_to_T-10m,122,2433.678829,1181.8327920015904,10.098039499999999,15.0,44
btc-updown-15m-1789817400,weekend,2026-09-14,06-12,T-10m_to_T-5m,162,8552.830595,4462.327890960417,11.457298999999999,27.0,41
btc-updown-15m-1789817400,weekend,2026-09-14,06-12,T-5m_to_T-2m,473,13746.273372,7355.647445000985,10.0,9.0,71
btc-updown-15m-1789817400,weekend,2026-09-14,06-12,T-2m_to_T-1m,228,8738.129789,3787.063250956296,11.154566500000001,6.0,47
btc-updown-15m-1789817400,weekend,2026-09-14,06-12,T-60s_to_T-30s,88,3011.189339,1655.202869987148,9.5,2.0,25
btc-updown-15m-1789817400,weekend,2026-09-14,06-12,T-30s_to_T-15s,17,607.987867,361.4882880060295,6.0,6.0,2
btc-updown-15m-1789817400,weekend,2026-09-14,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789839000,weekend,2026-09-14,12-18,T-15m_to_T-10m,0,0,0,,300,0
btc-updown-15m-1789839000,weekend,2026-09-14,12-18,T-10m_to_T-5m,0,0,0,,300,0
btc-updown-15m-1789839000,weekend,2026-09-14,12-18,T-5m_to_T-2m,0,0,0,,180,0
btc-updown-15m-1789839000,weekend,2026-09-14,12-18,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1789839000,weekend,2026-09-14,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789839000,weekend,2026-09-14,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789839000,weekend,2026-09-14,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789849800,weekend,2026-09-14,12-18,T-15m_to_T-10m,107,2652.730857,1277.6932979903577,10.0,36.0,29
btc-updown-15m-1789849800,weekend,2026-09-14,12-18,T-10m_to_T-5m,124,2227.452656,1046.4668940005515,7.692308,34.0,42
btc-updown-15m-1789849800,weekend,2026-09-14,12-18,T-5m_to_T-2m,257,6069.80568,3001.0377910075376,10.0,15.0,58
btc-updown-15m-1789849800,weekend,2026-09-14,12-18,T-2m_to_T-1m,256,4242.549392,2065.359563994418,10.0,3.0,66
btc-updown-15m-1789849800,weekend,2026-09-14,12-18,T-60s_to_T-30s,144,2054.562901,1294.0206140069085,7.2,2.0,31
btc-updown-15m-1789849800,weekend,2026-09-14,12-18,T-30s_to_T-15s,45,687.426153,463.8808709979056,6.0,3.0,9
btc-updown-15m-1789849800,weekend,2026-09-14,12-18,T-15s_to_settlement,19,1307.314334,1208.7668900108,12.0,8.0,1
btc-updown-15m-1789860600,weekend,2026-09-14,18-24,T-15m_to_T-10m,272,13485.765186999999,7698.945061956778,10.0,30.0,71
btc-updown-15m-1789860600,weekend,2026-09-14,18-24,T-10m_to_T-5m,824,26420.28781,12335.44683703736,9.52595,13.0,107
btc-updown-15m-1789860600,weekend,2026-09-14,18-24,T-5m_to_T-2m,574,31564.600799,16437.251767964557,16.27,10.0,101
btc-updown-15m-1789860600,weekend,2026-09-14,18-24,T-2m_to_T-1m,292,14348.149062,8241.300686954442,15.221364000000001,5.0,56
btc-updown-15m-1789860600,weekend,2026-09-14,18-24,T-60s_to_T-30s,75,7428.941304,6875.7043930024,10.4009,6.0,9
btc-updown-15m-1789860600,weekend,2026-09-14,18-24,T-30s_to_T-15s,2,105.0,5.95,52.5,8.0,1
btc-updown-15m-1789860600,weekend,2026-09-14,18-24,T-15s_to_settlement,2,6.4,2.3082000000000003,3.2,7.0,1
btc-updown-15m-1789871400,weekend,2026-09-14,18-24,T-15m_to_T-10m,331,10383.745572,5286.424147948926,8.571429,14.0,81
btc-updown-15m-1789871400,weekend,2026-09-14,18-24,T-10m_to_T-5m,299,10001.897195,4792.232739992784,6.0,11.0,97
btc-updown-15m-1789871400,weekend,2026-09-14,18-24,T-5m_to_T-2m,127,6157.681634,4362.430028011618,16.25,35.0,38
btc-updown-15m-1789871400,weekend,2026-09-14,18-24,T-2m_to_T-1m,2,191.37,191.17863000000003,95.685,36.0,0
btc-updown-15m-1789871400,weekend,2026-09-14,18-24,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789871400,weekend,2026-09-14,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789871400,weekend,2026-09-14,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789882200,weekend,2026-09-14,00-06,T-15m_to_T-10m,172,6853.602763,3618.9071580039345,6.896877999999999,24.0,63
btc-updown-15m-1789882200,weekend,2026-09-14,00-06,T-10m_to_T-5m,208,5557.320476,3416.1535739019755,8.0,22.0,69
btc-updown-15m-1789882200,weekend,2026-09-14,00-06,T-5m_to_T-2m,149,2863.335717,1325.503784000908,6.0,11.0,42
btc-updown-15m-1789882200,weekend,2026-09-14,00-06,T-2m_to_T-1m,25,777.317507,595.8868169987184,11.11111,9.0,11
btc-updown-15m-1789882200,weekend,2026-09-14,00-06,T-60s_to_T-30s,125,2987.856455,1431.187020984202,8.8,2.0,31
btc-updown-15m-1789882200,weekend,2026-09-14,00-06,T-30s_to_T-15s,43,1596.3387559999999,1438.4637229889427,10.0,2.0,9
btc-updown-15m-1789882200,weekend,2026-09-14,00-06,T-15s_to_settlement,4,726.25,130.98749999999998,112.485,7.0,2
btc-updown-15m-1789893000,weekend,2026-09-14,00-06,T-15m_to_T-10m,176,4045.395883,2009.0078859867251,9.090909,14.0,50
btc-updown-15m-1789893000,weekend,2026-09-14,00-06,T-10m_to_T-5m,177,4069.445237,2234.1616749945356,8.25,12.0,69
btc-updown-15m-1789893000,weekend,2026-09-14,00-06,T-5m_to_T-2m,108,3085.779814,2377.677976989053,9.5,12.0,34
btc-updown-15m-1789893000,weekend,2026-09-14,00-06,T-2m_to_T-1m,3,208.19,10.1081,5.0,24.0,1
btc-updown-15m-1789893000,weekend,2026-09-14,00-06,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1789893000,weekend,2026-09-14,00-06,T-30s_to_T-15s,1,13.0,12.987,13.0,13.0,0
btc-updown-15m-1789893000,weekend,2026-09-14,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789903800,weekend,2026-09-14,06-12,T-15m_to_T-10m,264,8623.034137,4402.584351014375,10.0,13.0,70
btc-updown-15m-1789903800,weekend,2026-09-14,06-12,T-10m_to_T-5m,313,13009.286364,7157.712414022126,10.25,9.0,77
btc-updown-15m-1789903800,weekend,2026-09-14,06-12,T-5m_to_T-2m,53,2403.631316,1919.932466999179,10.0,24.0,12
btc-updown-15m-1789903800,weekend,2026-09-14,06-12,T-2m_to_T-1m,3,11.99491,11.970920000055097,4.54,28.0,0
btc-updown-15m-1789903800,weekend,2026-09-14,06-12,T-60s_to_T-30s,5,361.91700000000003,361.555083,8.84,12.0,0
btc-updown-15m-1789903800,weekend,2026-09-14,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789903800,weekend,2026-09-14,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789914600,weekend,2026-09-14,06-12,T-15m_to_T-10m,227,4111.822617,2027.9708769968995,6.0,18.0,73
btc-updown-15m-1789914600,weekend,2026-09-14,06-12,T-10m_to_T-5m,143,3625.284767,1917.5066219943187,8.03156,26.0,52
btc-updown-15m-1789914600,weekend,2026-09-14,06-12,T-5m_to_T-2m,60,2261.427259,1408.1573809987917,22.11,14.0,20
btc-updown-15m-1789914600,weekend,2026-09-14,06-12,T-2m_to_T-1m,11,1359.727579,681.8814000139207,7.0,29.0,3
btc-updown-15m-1789914600,weekend,2026-09-14,06-12,T-60s_to_T-30s,1,92.12,91.29092,92.12,27.0,0
btc-updown-15m-1789914600,weekend,2026-09-14,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1789914600,weekend,2026-09-14,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789925400,weekend,2026-09-14,12-18,T-15m_to_T-10m,209,4326.410781,2265.6869779936437,10.0,13.0,74
btc-updown-15m-1789925400,weekend,2026-09-14,12-18,T-10m_to_T-5m,272,10315.668266,5446.14560802036,13.5789475,9.0,91
btc-updown-15m-1789925400,weekend,2026-09-14,12-18,T-5m_to_T-2m,51,10754.274755,3418.848953105267,18.835033,30.0,21
btc-updown-15m-1789925400,weekend,2026-09-14,12-18,T-2m_to_T-1m,5,173.322143,31.434535001,5.4,18.0,2
btc-updown-15m-1789925400,weekend,2026-09-14,12-18,T-60s_to_T-30s,1,68.4,68.33160000000001,68.4,30.0,0
btc-updown-15m-1789925400,weekend,2026-09-14,12-18,T-30s_to_T-15s,2,1015.01,15.99499,507.505,6.0,1
btc-updown-15m-1789925400,weekend,2026-09-14,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1789947000,weekend,2026-09-14,18-24,T-15m_to_T-10m,165,4054.5362450000002,2016.749789995769,10.0,22.0,44
btc-updown-15m-1789947000,weekend,2026-09-14,18-24,T-10m_to_T-5m,216,7063.725203,3326.2798409894945,13.0,18.0,71
btc-updown-15m-1789947000,weekend,2026-09-14,18-24,T-5m_to_T-2m,162,8037.120407,4047.2838530397635,14.5,9.0,60
btc-updown-15m-1789947000,weekend,2026-09-14,18-24,T-2m_to_T-1m,26,1038.190585,283.05429999478395,20.0,37.0,11
btc-updown-15m-1789947000,weekend,2026-09-14,18-24,T-60s_to_T-30s,1,4.69,4.6431000000000004,4.69,23.0,0
btc-updown-15m-1789947000,weekend,2026-09-14,18-24,T-30s_to_T-15s,1,15.46,15.3054,15.46,10.0,0
btc-updown-15m-1789947000,weekend,2026-09-14,18-24,T-15s_to_settlement,0,0,0,,15,0
