slug,weekday_weekend,week,et_hour_block,time_to_resolution_bin,trade_count,volume_shares,volume_usdc_estimate,median_trade_size,max_no_trade_interval_sec,price_jump_count_5c
btc-updown-15m-1786690800,weekday,2026-08-10,00-06,T-2m_to_T-1m,18,4163.191,1364.3487990458962,10.615,17.0,6
btc-updown-15m-1786690800,weekday,2026-08-10,00-06,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1786690800,weekday,2026-08-10,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786690800,weekday,2026-08-10,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1786734000,weekday,2026-08-10,12-18,T-15m_to_T-10m,369,9236.884555,4721.272178000415,5.405404,12.0,124
btc-updown-15m-1786734000,weekday,2026-08-10,12-18,T-10m_to_T-5m,209,6573.993141,3224.485987995914,11.317646,17.0,56
btc-updown-15m-1786734000,weekday,2026-08-10,12-18,T-5m_to_T-2m,105,2123.602213,1628.4571440062043,10.0,25.0,22
btc-updown-15m-1786734000,weekday,2026-08-10,12-18,T-2m_to_T-1m,4,188.83599999999998,47.49155199936,21.048000000000002,27.0,2
btc-updown-15m-1786734000,weekday,2026-08-10,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1786734000,weekday,2026-08-10,12-18,T-30s_to_T-15s,2,390.88,328.61312,195.44,9.0,1
btc-updown-15m-1786734000,weekday,2026-08-10,12-18,T-15s_to_settlement,1,1.12,1.11888,1.12,9.0,0
btc-updown-15m-1786771800,weekend,2026-08-10,00-06,T-15m_to_T-10m,260,3815.653451,1994.682312984438,6.0,14.0,86
btc-updown-15m-1786771800,weekend,2026-08-10,00-06,T-10m_to_T-5m,221,4154.507379,2360.0997579719487,6.303795,27.0,78
btc-updown-15m-1786771800,weekend,2026-08-10,00-06,T-5m_to_T-2m,47,2986.818733,2223.091221028909,30.0,57.0,14
btc-updown-15m-1786771800,weekend,2026-08-10,00-06,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1786771800,weekend,2026-08-10,00-06,T-60s_to_T-30s,1,210.44,210.22956,210.44,26.0,0
btc-updown-15m-1786771800,weekend,2026-08-10,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786771800,weekend,2026-08-10,00-06,T-15s_to_settlement,2,7.8100000000000005,7.80219,3.9050000000000002,6.0,0
btc-updown-15m-1786782600,weekend,2026-08-10,00-06,T-15m_to_T-10m,307,6916.71662,3459.833572976783,7.35,12.0,94
btc-updown-15m-1786782600,weekend,2026-08-10,00-06,T-10m_to_T-5m,289,6568.916771,3741.312092009522,8.90476,6.0,89
btc-updown-15m-1786782600,weekend,2026-08-10,00-06,T-5m_to_T-2m,49,1731.075303,1342.1095860116077,10.309266,28.0,20
btc-updown-15m-1786782600,weekend,2026-08-10,00-06,T-2m_to_T-1m,26,991.4621999999999,981.655137,5.52525,18.0,0
btc-updown-15m-1786782600,weekend,2026-08-10,00-06,T-60s_to_T-30s,2,659.53,658.87047,329.765,15.0,0
btc-updown-15m-1786782600,weekend,2026-08-10,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786782600,weekend,2026-08-10,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1786793400,weekend,2026-08-10,06-12,T-15m_to_T-10m,161,3400.38526,1667.735727974649,9.0,30.0,44
btc-updown-15m-1786793400,weekend,2026-08-10,06-12,T-10m_to_T-5m,178,3662.715882,2016.9850559875767,10.0,21.0,52
btc-updown-15m-1786793400,weekend,2026-08-10,06-12,T-5m_to_T-2m,179,3753.51553,1933.9493440134995,10.0,6.0,68
btc-updown-15m-1786793400,weekend,2026-08-10,06-12,T-2m_to_T-1m,114,2604.534348,1870.7947919866835,8.945568999999999,3.0,23
btc-updown-15m-1786793400,weekend,2026-08-10,06-12,T-60s_to_T-30s,5,343.15000000000003,329.9185,11.59,9.0,1
btc-updown-15m-1786793400,weekend,2026-08-10,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786793400,weekend,2026-08-10,06-12,T-15s_to_settlement,1,9.8,9.702,9.8,10.0,0
btc-updown-15m-1786804200,weekend,2026-08-10,06-12,T-15m_to_T-10m,171,4447.995494,2238.8039199807477,8.77,15.0,32
btc-updown-15m-1786804200,weekend,2026-08-10,06-12,T-10m_to_T-5m,296,5205.615993,2835.2715810176983,6.970000000000001,10.0,90
btc-updown-15m-1786804200,weekend,2026-08-10,06-12,T-5m_to_T-2m,338,8535.873033,4260.884498982007,10.0,6.0,103
btc-updown-15m-1786804200,weekend,2026-08-10,06-12,T-2m_to_T-1m,64,1653.437691,1009.0144969920824,7.520431,5.0,24
btc-updown-15m-1786804200,weekend,2026-08-10,06-12,T-60s_to_T-30s,55,1259.110791,826.0354619962858,10.123452,3.0,20
btc-updown-15m-1786804200,weekend,2026-08-10,06-12,T-30s_to_T-15s,17,257.684793,241.22344200332222,6.0606,3.0,3
btc-updown-15m-1786804200,weekend,2026-08-10,06-12,T-15s_to_settlement,13,1072.5992,1061.861208,10.101,6.0,0
btc-updown-15m-1786815000,weekend,2026-08-10,12-18,T-15m_to_T-10m,128,2091.453281,1087.5059459969543,5.1482355,27.0,27
btc-updown-15m-1786815000,weekend,2026-08-10,12-18,T-10m_to_T-5m,252,5130.438373,2684.4912039732444,8.69,13.0,91
btc-updown-15m-1786815000,weekend,2026-08-10,12-18,T-5m_to_T-2m,326,7627.666288,3895.0048889882323,10.0,9.0,87
btc-updown-15m-1786815000,weekend,2026-08-10,12-18,T-2m_to_T-1m,117,2600.091407,1248.3116710098043,10.0,3.0,38
btc-updown-15m-1786815000,weekend,2026-08-10,12-18,T-60s_to_T-30s,118,3175.127948,1822.5660590115037,8.5856915,4.0,28
btc-updown-15m-1786815000,weekend,2026-08-10,12-18,T-30s_to_T-15s,41,1100.689182,674.1590440026101,10.0,2.0,13
btc-updown-15m-1786815000,weekend,2026-08-10,12-18,T-15s_to_settlement,37,580.445716,427.4548980009482,10.0,3.0,7
btc-updown-15m-1786825800,weekend,2026-08-10,12-18,T-15m_to_T-10m,163,2689.015462,1357.1732419905609,8.06,14.0,35
btc-updown-15m-1786825800,weekend,2026-08-10,12-18,T-10m_to_T-5m,237,3325.475864,1684.645111012992,7.476414,22.0,61
btc-updown-15m-1786825800,weekend,2026-08-10,12-18,T-5m_to_T-2m,170,4441.551712,2249.1691140065473,10.0,7.0,67
btc-updown-15m-1786825800,weekend,2026-08-10,12-18,T-2m_to_T-1m,72,968.87734,366.8291699955135,5.7683325,6.0,21
btc-updown-15m-1786825800,weekend,2026-08-10,12-18,T-60s_to_T-30s,119,3534.218601,1981.369727000821,16.67,2.0,39
btc-updown-15m-1786825800,weekend,2026-08-10,12-18,T-30s_to_T-15s,10,644.4911,633.4280890001884,10.19455,5.0,2
btc-updown-15m-1786825800,weekend,2026-08-10,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1786858200,weekend,2026-08-10,00-06,T-15m_to_T-10m,164,3382.671171,1511.552731959446,5.275766,27.0,72
btc-updown-15m-1786858200,weekend,2026-08-10,00-06,T-10m_to_T-5m,257,4468.874447,2607.71477998868,6.8,8.0,75
btc-updown-15m-1786858200,weekend,2026-08-10,00-06,T-5m_to_T-2m,324,9793.87795,4531.28299201924,7.380434,6.0,92
btc-updown-15m-1786858200,weekend,2026-08-10,00-06,T-2m_to_T-1m,126,3918.114168,2211.194518006275,10.0,7.0,40
btc-updown-15m-1786858200,weekend,2026-08-10,00-06,T-60s_to_T-30s,58,2652.15141,2323.482115999193,10.0,6.0,9
btc-updown-15m-1786858200,weekend,2026-08-10,00-06,T-30s_to_T-15s,1,300.0,3.0,300.0,11.0,0
btc-updown-15m-1786858200,weekend,2026-08-10,00-06,T-15s_to_settlement,2,318.0,197.22,159.0,8.0,1
btc-updown-15m-1786879800,weekend,2026-08-10,06-12,T-15m_to_T-10m,259,5072.879668,2563.6435979843222,10.0,20.0,69
btc-updown-15m-1786879800,weekend,2026-08-10,06-12,T-10m_to_T-5m,253,4070.994173,2071.888166017539,7.142856,20.0,71
btc-updown-15m-1786879800,weekend,2026-08-10,06-12,T-5m_to_T-2m,87,2501.106976,1821.3068979907869,10.0,23.0,33
btc-updown-15m-1786879800,weekend,2026-08-10,06-12,T-2m_to_T-1m,23,1066.321878,937.608392998696,11.461,9.0,2
btc-updown-15m-1786879800,weekend,2026-08-10,06-12,T-60s_to_T-30s,8,325.243354,214.85809000580946,19.4435,6.0,2
btc-updown-15m-1786879800,weekend,2026-08-10,06-12,T-30s_to_T-15s,3,321.79600600000003,271.574209000006,50.0,9.0,2
btc-updown-15m-1786879800,weekend,2026-08-10,06-12,T-15s_to_settlement,1,230.7,230.46929999999998,230.7,14.0,0
btc-updown-15m-1786890600,weekend,2026-08-10,06-12,T-15m_to_T-10m,372,6002.304445,3129.5949060251323,6.619482,11.0,112
btc-updown-15m-1786890600,weekend,2026-08-10,06-12,T-10m_to_T-5m,304,3770.397268,2312.798142984403,5.6161604999999994,12.0,102
btc-updown-15m-1786890600,weekend,2026-08-10,06-12,T-5m_to_T-2m,124,2020.291165,1081.1505419838115,7.384458,12.0,49
btc-updown-15m-1786890600,weekend,2026-08-10,06-12,T-2m_to_T-1m,37,543.578499,224.3753629949037,5.0,9.0,9
btc-updown-15m-1786890600,weekend,2026-08-10,06-12,T-60s_to_T-30s,43,701.8417,400.908287006415,10.0,8.0,6
btc-updown-15m-1786890600,weekend,2026-08-10,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786890600,weekend,2026-08-10,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1786901400,weekend,2026-08-10,12-18,T-15m_to_T-10m,369,6340.439481,3132.5159099704074,6.23611,22.0,99
btc-updown-15m-1786901400,weekend,2026-08-10,12-18,T-10m_to_T-5m,386,8589.564096,4041.8022409916784,7.0,6.0,125
btc-updown-15m-1786901400,weekend,2026-08-10,12-18,T-5m_to_T-2m,194,4493.594427,2124.063721978429,7.015000000000001,15.0,66
btc-updown-15m-1786901400,weekend,2026-08-10,12-18,T-2m_to_T-1m,27,1320.3886499999999,1014.6584949999999,5.0505,15.0,6
btc-updown-15m-1786901400,weekend,2026-08-10,12-18,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1786901400,weekend,2026-08-10,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786901400,weekend,2026-08-10,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1786923000,weekend,2026-08-10,18-24,T-15m_to_T-10m,227,3472.820755,1719.0414180048772,6.0,12.0,89
btc-updown-15m-1786923000,weekend,2026-08-10,18-24,T-10m_to_T-5m,309,4700.521477,2458.1080719653023,5.91,15.0,83
btc-updown-15m-1786923000,weekend,2026-08-10,18-24,T-5m_to_T-2m,116,2678.642784,1684.6976209912914,6.12222,15.0,39
btc-updown-15m-1786923000,weekend,2026-08-10,18-24,T-2m_to_T-1m,7,1540.0515,746.04695699,76.596,15.0,3
btc-updown-15m-1786923000,weekend,2026-08-10,18-24,T-60s_to_T-30s,2,1500.0,1.5,750.0,26.0,0
btc-updown-15m-1786923000,weekend,2026-08-10,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786923000,weekend,2026-08-10,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1786933800,weekend,2026-08-10,18-24,T-15m_to_T-10m,646,11053.963328,5211.924120992272,7.0,8.0,179
btc-updown-15m-1786933800,weekend,2026-08-10,18-24,T-10m_to_T-5m,271,5056.438809,2578.4413039901415,6.0,13.0,98
btc-updown-15m-1786933800,weekend,2026-08-10,18-24,T-5m_to_T-2m,53,3264.141766,1978.7254260043464,10.0,53.0,13
btc-updown-15m-1786933800,weekend,2026-08-10,18-24,T-2m_to_T-1m,6,489.216,488.269984,9.8945,45.0,0
btc-updown-15m-1786933800,weekend,2026-08-10,18-24,T-60s_to_T-30s,1,158.34,158.18166,158.34,24.0,0
btc-updown-15m-1786933800,weekend,2026-08-10,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786933800,weekend,2026-08-10,18-24,T-15s_to_settlement,1,1000.0,1.0,1000.0,12.0,0
btc-updown-15m-1786950000,weekday,2026-08-17,00-06,T-15m_to_T-10m,505,11619.078592,4597.980869049669,8.761903,7.0,158
btc-updown-15m-1786950000,weekday,2026-08-17,00-06,T-10m_to_T-5m,201,4493.17935,2953.863597991356,10.0,12.0,50
btc-updown-15m-1786950000,weekday,2026-08-17,00-06,T-5m_to_T-2m,96,7358.0450710000005,6073.955255908073,25.7,14.0,32
btc-updown-15m-1786950000,weekday,2026-08-17,00-06,T-2m_to_T-1m,7,2578.272,692.1806560074781,102.36,35.0,4
btc-updown-15m-1786950000,weekday,2026-08-17,00-06,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1786950000,weekday,2026-08-17,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1786950000,weekday,2026-08-17,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1786971600,weekday,2026-08-17,06-12,T-15m_to_T-10m,337,6961.420294,3304.546132007123,7.291665,9.0,96
btc-updown-15m-1786971600,weekday,2026-08-17,06-12,T-10m_to_T-5m,240,4875.857747,2509.6902199884435,6.4675,16.0,79
btc-updown-15m-1786971600,weekday,2026-08-17,06-12,T-5m_to_T-2m,409,12386.869957,6293.11829897651,11.66,10.0,111
btc-updown-15m-1786971600,weekday,2026-08-17,06-12,T-2m_to_T-1m,211,5514.729766,3242.161767005207,6.0,4.0,56
btc-updown-15m-1786971600,weekday,2026-08-17,06-12,T-60s_to_T-30s,67,1933.848726,1687.50445598404,5.0808,2.0,11
btc-updown-15m-1786971600,weekday,2026-08-17,06-12,T-30s_to_T-15s,43,1916.051145,1185.794257984679,5.0505,8.0,5
btc-updown-15m-1786971600,weekday,2026-08-17,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787014800,weekday,2026-08-17,18-24,T-15m_to_T-10m,811,14574.091353,7049.686762003936,6.51,14.0,149
btc-updown-15m-1787014800,weekday,2026-08-17,18-24,T-10m_to_T-5m,250,4796.789185,2711.179988996318,10.0,12.0,77
btc-updown-15m-1787014800,weekday,2026-08-17,18-24,T-5m_to_T-2m,111,7262.972843,4572.773613980329,18.33,30.0,35
btc-updown-15m-1787014800,weekday,2026-08-17,18-24,T-2m_to_T-1m,68,4781.559538,3088.0741499080923,5.0,6.0,22
btc-updown-15m-1787014800,weekday,2026-08-17,18-24,T-60s_to_T-30s,4,236.0,116.998640004,54.995,16.0,1
btc-updown-15m-1787014800,weekday,2026-08-17,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787014800,weekday,2026-08-17,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787036400,weekday,2026-08-17,00-06,T-15m_to_T-10m,455,14762.15865,7562.536579144931,7.0,9.0,84
btc-updown-15m-1787036400,weekday,2026-08-17,00-06,T-10m_to_T-5m,498,9468.29599,5249.17548899223,7.266865,27.0,88
btc-updown-15m-1787036400,weekday,2026-08-17,00-06,T-5m_to_T-2m,203,3561.337949,1646.9659200066073,6.34,8.0,82
btc-updown-15m-1787036400,weekday,2026-08-17,00-06,T-2m_to_T-1m,108,1236.014366,720.4728949990828,6.2230505,3.0,41
btc-updown-15m-1787036400,weekday,2026-08-17,00-06,T-60s_to_T-30s,58,9189.773181,3207.151937930461,23.0,6.0,13
btc-updown-15m-1787036400,weekday,2026-08-17,00-06,T-30s_to_T-15s,11,5531.26,592.9406,20.0,10.0,2
btc-updown-15m-1787036400,weekday,2026-08-17,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787058000,weekday,2026-08-17,06-12,T-15m_to_T-10m,352,6216.9519,2824.305894013784,8.7045155,14.0,116
btc-updown-15m-1787058000,weekday,2026-08-17,06-12,T-10m_to_T-5m,180,3777.60059,1981.557896998539,10.0,15.0,75
btc-updown-15m-1787058000,weekday,2026-08-17,06-12,T-5m_to_T-2m,78,3357.627639,1491.2874509987048,20.40815,11.0,35
btc-updown-15m-1787058000,weekday,2026-08-17,06-12,T-2m_to_T-1m,22,2244.4173,1627.840631,16.6386,12.0,2
btc-updown-15m-1787058000,weekday,2026-08-17,06-12,T-60s_to_T-30s,11,568.926029,298.1293720085641,20.0,6.0,4
btc-updown-15m-1787058000,weekday,2026-08-17,06-12,T-30s_to_T-15s,8,522.783025,70.35398501524622,5.005005,4.0,1
btc-updown-15m-1787058000,weekday,2026-08-17,06-12,T-15s_to_settlement,2,4812.49,473.550390078976,2406.245,10.0,1
btc-updown-15m-1787144400,weekday,2026-08-17,06-12,T-15m_to_T-10m,347,5506.088877,2739.528903022323,6.244443,15.0,127
btc-updown-15m-1787144400,weekday,2026-08-17,06-12,T-10m_to_T-5m,318,5511.316435,2980.1699560159914,9.240479,10.0,90
btc-updown-15m-1787144400,weekday,2026-08-17,06-12,T-5m_to_T-2m,480,17538.774796,8566.639955980316,11.2848405,3.0,136
btc-updown-15m-1787144400,weekday,2026-08-17,06-12,T-2m_to_T-1m,18,495.444237,417.6369919992526,15.0,30.0,3
btc-updown-15m-1787144400,weekday,2026-08-17,06-12,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1787144400,weekday,2026-08-17,06-12,T-30s_to_T-15s,3,44.037,43.992963,7.997,13.0,0
btc-updown-15m-1787144400,weekday,2026-08-17,06-12,T-15s_to_settlement,9,652.51,651.5663400000001,9.99,3.0,0
btc-updown-15m-1787166000,weekday,2026-08-17,12-18,T-15m_to_T-10m,314,4860.828271,2540.25179402438,5.803724000000001,14.0,94
btc-updown-15m-1787166000,weekday,2026-08-17,12-18,T-10m_to_T-5m,598,9872.534651,4966.902772013522,9.045,5.0,164
btc-updown-15m-1787166000,weekday,2026-08-17,12-18,T-5m_to_T-2m,425,9174.022818,5307.389711969374,9.80392,6.0,112
btc-updown-15m-1787166000,weekday,2026-08-17,12-18,T-2m_to_T-1m,125,2285.366397,1364.4534550025558,10.0,5.0,30
btc-updown-15m-1787166000,weekday,2026-08-17,12-18,T-60s_to_T-30s,163,7141.630316,4198.803694002915,12.0,6.0,17
btc-updown-15m-1787166000,weekday,2026-08-17,12-18,T-30s_to_T-15s,1,21.27,21.057299999999998,21.27,11.0,0
btc-updown-15m-1787166000,weekday,2026-08-17,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787187600,weekday,2026-08-17,18-24,T-15m_to_T-10m,470,7769.323092,3820.297275988022,5.0,9.0,154
btc-updown-15m-1787187600,weekday,2026-08-17,18-24,T-10m_to_T-5m,468,10029.970778,4652.921909998984,8.3,7.0,151
btc-updown-15m-1787187600,weekday,2026-08-17,18-24,T-5m_to_T-2m,223,6211.621542,3737.4932899882797,10.666663,8.0,91
btc-updown-15m-1787187600,weekday,2026-08-17,18-24,T-2m_to_T-1m,70,2911.593521,1752.8880799991075,11.28421,5.0,28
btc-updown-15m-1787187600,weekday,2026-08-17,18-24,T-60s_to_T-30s,42,1024.839999,435.7738989998352,5.051533,8.0,12
btc-updown-15m-1787187600,weekday,2026-08-17,18-24,T-30s_to_T-15s,2,204.70999999999998,102.70289999999999,102.35499999999999,11.0,1
btc-updown-15m-1787187600,weekday,2026-08-17,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787252400,weekday,2026-08-17,12-18,T-15m_to_T-10m,380,6076.029557,3046.632992997262,5.689401500000001,15.0,121
btc-updown-15m-1787252400,weekday,2026-08-17,12-18,T-10m_to_T-5m,465,13318.145443,6747.663074983599,10.0,6.0,140
btc-updown-15m-1787252400,weekday,2026-08-17,12-18,T-5m_to_T-2m,415,22854.5312,10193.533310116412,10.306566,5.0,152
btc-updown-15m-1787252400,weekday,2026-08-17,12-18,T-2m_to_T-1m,306,16930.208798,8169.931820999076,17.75,3.0,61
btc-updown-15m-1787252400,weekday,2026-08-17,12-18,T-60s_to_T-30s,28,1360.798994,1310.2689020007685,10.3546385,9.0,1
btc-updown-15m-1787252400,weekday,2026-08-17,12-18,T-30s_to_T-15s,1,8.45,8.365499999999999,8.45,15.0,0
btc-updown-15m-1787252400,weekday,2026-08-17,12-18,T-15s_to_settlement,1,3.21,3.1778999999999997,3.21,13.0,0
btc-updown-15m-1787274000,weekday,2026-08-17,18-24,T-15m_to_T-10m,364,5538.93943,2838.5841449928557,5.059171,15.0,117
btc-updown-15m-1787274000,weekday,2026-08-17,18-24,T-10m_to_T-5m,350,7343.338415,4804.8914779955385,8.431817500000001,14.0,117
btc-updown-15m-1787274000,weekday,2026-08-17,18-24,T-5m_to_T-2m,78,6311.743066,4479.454048996159,15.0,20.0,20
btc-updown-15m-1787274000,weekday,2026-08-17,18-24,T-2m_to_T-1m,2,1108.0,1106.892,554.0,48.0,0
btc-updown-15m-1787274000,weekday,2026-08-17,18-24,T-60s_to_T-30s,4,11024.112000000001,25.108128398892003,4.9995,19.0,1
btc-updown-15m-1787274000,weekday,2026-08-17,18-24,T-30s_to_T-15s,19,386.714,382.83428599999996,5.005,6.0,4
btc-updown-15m-1787274000,weekday,2026-08-17,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787295600,weekday,2026-08-17,00-06,T-15m_to_T-10m,752,17138.392051,7732.0674430076,9.6917715,5.0,221
btc-updown-15m-1787295600,weekday,2026-08-17,00-06,T-10m_to_T-5m,405,8877.957705,5677.3554049862005,8.0,6.0,135
btc-updown-15m-1787295600,weekday,2026-08-17,00-06,T-5m_to_T-2m,134,8923.320216,7205.202341021475,10.249483,15.0,26
btc-updown-15m-1787295600,weekday,2026-08-17,00-06,T-2m_to_T-1m,33,2819.7965,2220.747728000918,5.0,11.0,8
btc-updown-15m-1787295600,weekday,2026-08-17,00-06,T-60s_to_T-30s,3,219.61,219.39039000000002,18.6,24.0,0
btc-updown-15m-1787295600,weekday,2026-08-17,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787295600,weekday,2026-08-17,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787317200,weekday,2026-08-17,06-12,T-15m_to_T-10m,473,7474.106458,3653.9279580041734,6.103447,9.0,139
btc-updown-15m-1787317200,weekday,2026-08-17,06-12,T-10m_to_T-5m,467,8531.165823,4362.35537902016,7.823528,11.0,177
btc-updown-15m-1787317200,weekday,2026-08-17,06-12,T-5m_to_T-2m,547,13677.110276,6088.23756191143,10.0,8.0,135
btc-updown-15m-1787317200,weekday,2026-08-17,06-12,T-2m_to_T-1m,154,5477.501321,3888.860337063434,7.234505,3.0,35
btc-updown-15m-1787317200,weekday,2026-08-17,06-12,T-60s_to_T-30s,134,4035.379619,2690.514372994947,7.6918,14.0,11
btc-updown-15m-1787317200,weekday,2026-08-17,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787317200,weekday,2026-08-17,06-12,T-15s_to_settlement,3,327.44,3.2744,107.44,10.0,0
btc-updown-15m-1787360400,weekday,2026-08-17,18-24,T-15m_to_T-10m,331,3903.443397,1911.158495992913,5.0,15.0,92
btc-updown-15m-1787360400,weekday,2026-08-17,18-24,T-10m_to_T-5m,207,4258.551589,2045.6699809811253,8.0,18.0,78
btc-updown-15m-1787360400,weekday,2026-08-17,18-24,T-5m_to_T-2m,117,7810.611877,2707.756980013328,14.285713,15.0,44
btc-updown-15m-1787360400,weekday,2026-08-17,18-24,T-2m_to_T-1m,20,3598.55375,2093.9457940084953,3.0045,17.0,5
btc-updown-15m-1787360400,weekday,2026-08-17,18-24,T-60s_to_T-30s,1,50.26,50.20974,50.26,21.0,0
btc-updown-15m-1787360400,weekday,2026-08-17,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787360400,weekday,2026-08-17,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787376600,weekend,2026-08-17,00-06,T-15m_to_T-10m,506,11024.611755,4553.987728062305,5.0,7.0,161
btc-updown-15m-1787376600,weekend,2026-08-17,00-06,T-10m_to_T-5m,556,11389.546388,5723.673470063248,5.0,9.0,177
btc-updown-15m-1787376600,weekend,2026-08-17,00-06,T-5m_to_T-2m,422,9486.784274,5304.291656996468,10.0,6.0,132
btc-updown-15m-1787376600,weekend,2026-08-17,00-06,T-2m_to_T-1m,3,125.95,7.0905000000000005,20.0,30.0,1
btc-updown-15m-1787376600,weekend,2026-08-17,00-06,T-60s_to_T-30s,1,500.0,5.0,500.0,21.0,0
btc-updown-15m-1787376600,weekend,2026-08-17,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787376600,weekend,2026-08-17,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787387400,weekend,2026-08-17,00-06,T-15m_to_T-10m,478,6377.387552,3431.770203989909,5.555554,9.0,156
btc-updown-15m-1787387400,weekend,2026-08-17,00-06,T-10m_to_T-5m,419,18592.769299,5933.097461045453,6.0,8.0,137
btc-updown-15m-1787387400,weekend,2026-08-17,00-06,T-5m_to_T-2m,147,4184.560503,2548.8150079902916,10.0,13.0,57
btc-updown-15m-1787387400,weekend,2026-08-17,00-06,T-2m_to_T-1m,478,16738.114143,6329.239038957321,12.66,10.0,43
btc-updown-15m-1787387400,weekend,2026-08-17,00-06,T-60s_to_T-30s,195,4837.665902,2391.645794006637,8.082466,3.0,29
btc-updown-15m-1787387400,weekend,2026-08-17,00-06,T-30s_to_T-15s,62,6710.12141,5793.083133977152,10.0,5.0,5
btc-updown-15m-1787387400,weekend,2026-08-17,00-06,T-15s_to_settlement,4,1159.69,160.53031000000001,70.59,8.0,1
btc-updown-15m-1787398200,weekend,2026-08-17,06-12,T-15m_to_T-10m,248,3437.564607,1813.4104039918477,8.0,19.0,69
btc-updown-15m-1787398200,weekend,2026-08-17,06-12,T-10m_to_T-5m,152,3399.038191,1792.7316149873284,10.0,15.0,48
btc-updown-15m-1787398200,weekend,2026-08-17,06-12,T-5m_to_T-2m,63,5589.570802,4587.985001892384,10.2,12.0,16
btc-updown-15m-1787398200,weekend,2026-08-17,06-12,T-2m_to_T-1m,13,1395.225833,1109.8143950111114,20.02,17.0,2
btc-updown-15m-1787398200,weekend,2026-08-17,06-12,T-60s_to_T-30s,13,1006.048,139.061963971182,10.0,12.0,3
btc-updown-15m-1787398200,weekend,2026-08-17,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787398200,weekend,2026-08-17,06-12,T-15s_to_settlement,1,1.07,1.0689300000000002,1.07,15.0,0
btc-updown-15m-1787419800,weekend,2026-08-17,12-18,T-15m_to_T-10m,277,4283.418151,2191.3199620093214,5.984847,23.0,81
btc-updown-15m-1787419800,weekend,2026-08-17,12-18,T-10m_to_T-5m,235,5298.03918,2553.0390659604786,5.7,18.0,80
btc-updown-15m-1787419800,weekend,2026-08-17,12-18,T-5m_to_T-2m,212,6481.982312,2826.1193219950724,6.4895385,9.0,60
btc-updown-15m-1787419800,weekend,2026-08-17,12-18,T-2m_to_T-1m,17,1682.0059,122.540941,7.0707,18.0,6
btc-updown-15m-1787419800,weekend,2026-08-17,12-18,T-60s_to_T-30s,4,24.44,4.61,6.42,15.0,1
btc-updown-15m-1787419800,weekend,2026-08-17,12-18,T-30s_to_T-15s,1,20.0,19.98,20.0,9.0,0
btc-updown-15m-1787419800,weekend,2026-08-17,12-18,T-15s_to_settlement,1,24.99,24.96501,24.99,12.0,0
btc-updown-15m-1787430600,weekend,2026-08-17,12-18,T-15m_to_T-10m,294,4643.816675,2233.1085000005405,7.1115885,13.0,90
btc-updown-15m-1787430600,weekend,2026-08-17,12-18,T-10m_to_T-5m,345,5100.250132,2682.779615008829,6.509802,10.0,102
